property_size_sqft,bedrooms,bathrooms,floors,age_of_property,distance_to_city_center,school_rating,crime_rate_index,price
2387,7,3,1,29,5.94,6,26.64,966850
2385,5,4,1,18,24.36,4,58.81,1446027
3692,4,2,2,23,11.27,2,35.06,1515524
3642,5,2,2,44,5.98,4,5.65,889190
652,1,1,1,32,24.56,9,96.2,461483
523,6,2,1,12,16.97,3,90.36,1293234
1636,1,1,2,30,16.68,8,1.04,693171
1023,5,4,2,37,9.17,5,86.81,1869015
3556,6,1,2,7,20.42,5,51.79,1589397
3536,7,1,2,29,25.92,7,50.51,53623
3789,3,4,1,18,22.63,5,16.74,1200529
3817,6,3,2,31,18.57,7,19.67,1561499
2055,4,4,1,29,10.84,2,28.09,1089644
1666,1,2,1,45,25.72,1,55.62,491162
3345,7,2,1,37,17.2,10,48.28,224837
1560,4,4,1,16,26.74,7,27.62,606851
2694,7,1,1,33,8.0,5,80.6,1966178
840,6,4,1,15,19.8,7,35.16,948808
2492,3,2,1,36,28.09,1,19.69,967868
3105,4,4,1,5,11.54,7,41.35,1932486
4159,3,1,1,1,28.56,1,70.59,953618
953,2,2,2,4,12.08,3,32.37,1587840
1512,3,3,1,41,13.41,3,31.86,1856957
3177,1,4,2,18,24.29,3,11.58,1990820
2233,6,4,1,0,8.19,5,10.16,1303017
1714,5,4,1,37,21.32,2,29.3,221994
3893,5,4,2,24,9.3,1,71.96,1334154
3538,4,2,1,15,18.02,6,53.78,1952428
3512,6,1,1,29,23.39,10,82.49,205661
498,7,3,2,29,1.27,10,71.83,144912
4325,2,4,2,9,3.11,4,63.77,1916673
1879,4,2,1,39,28.06,1,14.28,642594
4796,3,4,1,23,24.57,9,91.5,868723
1622,5,3,2,20,26.37,7,2.97,419541
4983,3,4,1,38,13.45,6,95.75,1690825
1404,5,1,1,14,21.63,4,80.35,256579
876,5,4,1,4,29.95,7,25.23,1651868
1535,5,4,2,35,13.26,7,98.55,496354
3256,6,4,1,41,25.48,8,44.83,1387592
2105,7,1,2,21,2.84,9,80.46,990330
917,7,2,1,7,16.54,10,93.22,1967123
1620,7,1,1,30,10.33,1,49.76,1746689
2906,1,2,1,0,15.93,3,62.0,1119143
4725,6,1,2,19,3.87,6,65.47,80820
1591,3,1,2,27,11.35,5,58.35,59064
4280,7,4,2,30,2.76,10,18.57,1652847
3643,6,1,1,23,13.87,9,29.19,1480707
2377,7,2,1,44,13.53,10,10.72,799333
2642,4,2,2,6,10.23,2,43.57,388271
3490,2,2,2,1,28.48,4,18.53,404000
2287,4,2,2,8,2.95,5,17.52,355829
4959,6,1,1,18,24.83,6,11.54,246025
1373,3,4,1,40,10.97,10,42.32,336285
465,2,3,2,48,6.38,3,9.26,149572
3306,4,2,1,24,8.54,2,72.95,930460
970,2,1,1,22,27.11,8,90.01,394790
4292,3,4,2,49,24.83,9,31.33,1552292
707,5,1,1,9,0.96,2,83.94,105450
3808,3,2,2,22,4.85,3,58.9,1878613
4142,7,2,2,32,20.41,6,40.59,332123
1182,1,4,2,42,9.86,5,81.22,757376
4616,2,1,2,18,27.61,8,78.78,436633
1165,3,2,2,33,23.7,5,94.03,1704738
3875,5,2,1,36,26.31,9,94.06,1963533
1172,5,3,2,2,6.19,1,69.72,1640884
4257,3,3,2,44,4.95,6,91.26,311480
3585,4,2,1,6,27.99,7,5.48,1590404
939,3,3,1,42,12.42,2,18.98,277594
2449,5,3,2,48,12.76,6,30.62,1351707
3683,3,2,2,0,20.69,1,79.28,296448
2063,1,1,2,35,12.22,3,4.3,1338443
1447,4,1,2,0,26.32,2,75.79,594047
4236,3,1,1,40,28.79,7,67.05,1541708
3839,5,4,2,29,10.31,9,87.79,1194645
905,3,1,2,49,6.64,3,4.72,1845929
3647,7,4,2,31,2.72,3,62.14,1357531
3900,3,4,2,48,6.82,9,9.99,603602
2310,2,3,1,18,4.61,9,5.64,1852584
1132,3,4,1,46,1.36,8,94.76,856120
3913,1,4,2,9,1.88,3,22.24,1802250
1971,5,4,2,43,15.53,10,18.91,1476691
3342,6,4,2,47,21.38,6,87.47,520678
4856,2,3,1,43,29.51,4,31.25,930823
2721,6,2,2,32,5.09,6,84.73,1380880
3735,3,4,1,44,21.1,8,67.02,1100947
4774,7,2,1,3,16.84,5,18.96,1411360
3153,4,1,2,19,14.6,4,51.96,1315672
1772,1,1,1,43,21.79,10,66.09,557537
1844,1,2,1,14,7.54,2,72.28,890016
3776,7,2,2,40,9.68,1,48.2,791010
689,1,1,2,29,11.85,1,35.51,1730487
2465,7,3,1,6,5.88,9,94.89,877284
463,2,3,1,37,14.62,9,41.74,81201
4345,7,4,1,40,4.39,10,69.21,183467
729,7,3,2,17,9.89,2,83.71,1274405
2363,3,3,1,29,3.84,1,16.88,425927
3488,1,4,2,7,1.56,6,48.29,675391
2890,3,4,1,20,10.98,5,55.21,1813571
540,4,3,2,49,18.72,2,57.01,1531315
4939,7,2,1,44,4.98,5,14.9,1216433
2873,3,4,1,6,29.81,2,2.59,845129
4303,6,2,2,43,8.59,2,66.51,1971738
849,3,1,2,4,1.17,7,62.14,719382
2225,3,4,1,31,1.33,8,70.02,1344204
4846,7,2,1,15,20.16,9,22.3,1787146
1269,5,4,1,39,20.26,5,33.77,672421
3964,6,4,1,25,27.13,5,57.04,671946
4059,2,4,2,26,3.18,8,5.77,1393764
4002,7,4,1,38,11.6,1,20.65,1831162
792,3,2,2,27,26.73,5,88.08,1611802
1241,1,2,2,32,24.03,9,15.42,418454
2848,7,2,2,1,7.39,4,16.42,1225042
3191,5,1,2,40,26.75,4,72.11,1582390
3353,3,4,2,14,20.58,9,88.35,1331070
1758,5,4,2,38,8.3,7,97.1,400179
1390,2,2,1,6,1.82,2,83.63,446881
1438,7,2,1,19,15.17,2,71.23,1889261
427,5,4,2,12,21.54,8,88.62,401474
787,1,4,1,31,8.43,4,50.12,502911
1232,3,1,2,28,5.48,10,29.14,1016106
649,1,4,2,3,2.72,5,72.02,1245176
2427,7,2,2,18,25.34,1,40.68,1470865
1928,7,1,1,9,2.11,4,37.63,1794337
4593,4,3,1,35,18.48,6,42.58,127844
2238,5,3,1,11,23.02,7,62.51,947693
1760,5,4,2,21,23.52,6,90.23,132410
3509,5,2,1,26,19.78,2,95.2,1149401
1723,6,4,2,34,19.76,7,65.43,436584
2626,7,2,2,39,14.49,4,3.6,1824311
4080,7,2,1,16,12.79,7,40.75,381877
1291,2,2,2,5,4.55,10,12.98,504953
1705,6,3,2,44,16.29,2,55.82,892770
4948,1,4,2,49,2.6,3,39.55,789020
4592,7,4,2,47,14.31,5,73.75,1828932
661,4,3,2,42,22.06,4,60.11,1287107
2740,2,2,1,13,13.56,5,18.29,1708020
2193,2,1,2,32,15.49,10,15.35,1396200
2696,3,1,2,43,25.35,10,10.01,1605012
2692,7,3,1,27,19.57,4,74.26,309843
2570,4,1,1,37,4.26,3,33.22,1529185
724,7,2,2,6,16.52,5,44.03,1670717
1385,5,2,1,10,11.25,3,42.79,866355
4252,6,4,2,32,6.6,7,65.9,1198913
2139,5,2,1,2,19.62,5,4.61,1306523
2260,7,2,1,21,11.9,5,35.49,1689568
3537,3,2,1,12,23.14,9,9.68,1026622
4298,6,1,2,28,17.8,5,4.85,372917
1235,5,1,1,5,3.58,5,8.17,1684004
4554,1,3,1,41,10.84,1,42.13,1756510
3178,5,3,1,38,8.46,3,69.4,1440864
1796,7,1,2,42,4.92,1,46.3,748000
2076,6,4,1,27,24.11,6,24.47,1454719
4731,1,4,1,14,11.67,2,65.12,1942557
4713,3,1,1,23,18.59,5,20.21,1621996
2237,3,3,1,42,26.52,9,37.86,71280
4121,1,4,1,49,16.52,6,95.2,1030862
4072,6,2,1,25,8.11,7,82.94,1120271
3422,6,4,1,0,23.83,9,91.35,1811314
2071,5,4,2,25,13.35,6,15.82,319902
1316,3,4,2,45,17.13,7,62.08,389664
1317,3,3,1,30,27.11,3,30.99,1480155
1533,1,3,2,22,14.93,4,81.64,814592
2236,3,1,1,31,10.37,3,45.45,1053956
2538,7,4,1,43,21.96,6,73.64,1132282
4407,5,3,1,0,4.44,5,31.17,1580244
2305,3,3,2,17,27.45,1,6.86,774046
4389,1,1,2,16,27.51,10,75.22,393737
3885,5,2,2,45,17.59,10,60.21,1626108
2520,4,2,1,43,5.05,7,86.66,871224
3132,1,4,2,27,13.84,2,11.56,1341569
3169,4,2,2,0,12.99,5,96.96,655676
1721,3,1,1,35,9.3,9,91.3,158642
4116,5,3,1,4,5.67,4,65.25,1343345
3754,3,2,1,4,8.28,6,52.55,1598243
1928,5,4,1,1,16.89,4,39.91,1248273
1159,2,4,1,10,20.73,7,9.44,348649
3812,3,3,1,34,29.4,9,92.88,1704912
1757,3,4,1,29,6.86,6,19.51,926804
2590,3,1,1,31,6.52,10,35.71,671185
3881,6,2,2,7,3.95,10,18.58,564713
1348,1,4,2,1,28.2,3,26.12,419929
2479,6,2,1,35,11.76,8,39.25,1494780
2166,5,3,2,38,27.76,9,69.68,567199
427,5,2,1,24,26.74,1,81.11,1179818
2870,5,1,2,18,1.8,8,5.83,1666716
2938,1,3,2,6,8.75,6,81.53,1503754
559,5,4,2,39,9.42,1,79.31,864777
3292,6,3,1,13,8.68,9,13.49,1714468
4513,7,2,1,3,13.05,1,27.44,1617865
4122,6,2,1,45,15.23,8,8.41,491041
4131,7,2,1,32,22.87,1,48.44,503042
2871,3,2,1,36,8.4,8,96.87,861178
1970,4,3,1,42,9.31,2,87.65,1962422
1236,7,3,2,29,18.16,2,87.4,838188
4338,2,2,2,46,5.79,10,12.72,824011
2686,5,4,1,19,14.46,8,90.13,292088
3805,1,3,1,13,7.9,4,2.01,501446
3070,7,1,2,26,6.34,7,76.24,1047841
4512,1,3,2,12,23.97,10,29.95,1206543
4755,5,1,2,6,21.36,10,50.18,947736
2027,4,4,1,17,7.87,10,73.38,571998
2266,6,1,1,37,12.75,5,64.72,126584
604,5,1,2,38,5.05,2,33.5,1217808
3979,1,4,2,8,2.07,2,81.75,291487
3574,2,2,2,22,17.76,8,65.21,1968754
1191,4,3,2,30,11.23,3,84.37,1198174
4492,5,4,2,1,6.61,10,36.64,1856371
4147,7,1,2,39,3.88,8,11.74,776437
1505,2,2,2,37,20.56,3,37.19,1072739
1490,5,3,1,40,8.51,5,49.45,683675
2007,4,4,1,38,27.27,3,14.4,165689
2239,1,3,2,4,6.19,1,56.17,434930
3797,6,2,2,22,7.69,9,66.14,1560218
466,7,3,2,48,25.63,5,0.26,265188
1678,6,2,2,31,17.39,3,55.5,585421
4558,4,4,2,38,3.7,4,12.79,1952991
1213,3,2,1,15,16.71,6,14.26,455762
802,6,4,2,10,9.59,8,37.69,1792305
2402,5,2,2,13,22.24,2,9.29,1085791
4566,2,3,2,2,2.79,2,57.21,330292
3325,2,2,2,7,27.58,3,73.72,1630195
3393,7,2,1,14,14.61,6,32.64,588816
1486,6,3,1,8,22.16,9,93.5,123467
4740,4,1,1,15,21.29,9,71.08,1880487
2966,7,2,1,25,5.76,10,98.9,1687783
4888,4,4,1,31,26.46,9,60.68,1645440
1171,4,2,1,17,7.36,9,46.08,1156033
4072,2,1,1,7,6.12,6,76.4,1490333
3648,1,4,2,38,15.86,10,39.46,1088753
2069,2,3,1,31,29.54,3,0.08,1948558
1956,1,3,1,9,9.75,5,21.3,1160073
3358,7,3,1,11,28.95,6,20.58,477386
1551,7,4,1,11,13.34,9,48.91,1110521
1617,7,2,1,9,25.12,9,71.16,496692
2631,4,4,1,33,16.13,3,55.69,781530
4742,3,4,2,29,6.56,7,10.32,1408298
4344,2,1,2,43,26.46,9,26.05,1105482
2442,4,4,2,30,2.62,3,13.66,572923
1105,2,3,2,37,20.64,10,7.95,1888513
3069,4,4,2,24,25.01,5,15.67,1745659
2513,2,1,1,23,25.04,1,51.98,1620844
3377,5,4,2,32,19.83,9,75.58,731366
4749,2,4,1,8,7.9,10,39.7,552548
4778,5,3,2,24,16.18,1,20.08,1391383
822,1,4,2,19,19.07,4,43.03,1996979
2421,2,2,2,47,26.75,4,32.99,925028
4193,1,3,2,16,5.21,8,4.47,592871
4531,3,1,2,5,14.22,5,92.25,823679
930,6,1,2,35,10.33,3,1.06,463906
490,6,1,1,40,13.12,1,4.12,1392758
3772,5,4,2,19,5.9,1,30.04,1078002
2342,2,2,2,25,6.91,4,77.68,351923
4205,6,3,2,39,23.21,7,48.89,922452
1640,1,2,2,49,14.61,8,51.13,1603915
2158,6,2,1,11,15.67,1,61.71,443930
497,6,1,1,6,26.98,8,4.02,1979157
1879,4,1,2,39,7.58,5,95.88,1697704
2232,6,2,2,29,10.21,6,54.95,1104967
2985,1,2,1,21,9.6,8,82.37,433819
4047,6,3,2,41,19.95,10,42.91,1252511
479,2,1,2,28,17.09,1,43.58,1067422
2623,6,1,2,21,14.41,1,16.84,519746
2969,3,4,1,23,20.21,8,36.0,477433
2172,6,1,1,2,14.78,8,18.49,1864762
4918,5,3,1,49,24.57,4,91.27,1385922
1523,4,4,1,40,12.6,5,32.85,1366480
4211,7,3,2,23,26.77,9,39.95,790468
3874,1,1,1,25,4.03,2,13.42,1869745
3023,6,1,2,4,3.27,1,99.22,1025649
1803,6,2,1,12,19.84,7,57.14,254652
2978,2,2,1,36,12.0,10,57.45,646086
731,7,3,2,21,13.94,4,14.55,1563831
4008,2,4,2,33,21.03,7,67.93,427054
1139,5,1,1,38,6.83,3,68.11,887431
441,7,2,1,2,1.8,4,90.42,1077124
4278,4,2,2,31,13.45,10,28.37,564874
2349,1,1,1,23,26.89,8,86.98,969164
3860,1,1,1,8,13.8,1,44.37,1191065
2528,1,4,1,2,17.37,7,22.52,986904
4897,5,2,1,21,6.65,7,66.07,382267
2554,5,4,2,23,14.19,6,3.26,1746438
1637,6,4,2,37,14.68,1,85.8,464277
2166,4,1,1,9,7.44,10,6.54,673998
2241,1,4,1,34,5.33,4,39.87,726372
905,1,1,2,19,10.83,8,14.33,880069
2241,6,3,2,40,1.65,2,47.06,1714284
1794,4,4,1,43,5.41,10,95.75,1657001
656,7,2,2,11,22.07,2,14.26,736399
2120,4,2,1,47,19.65,5,10.75,1509938
1471,4,3,1,42,9.73,1,19.79,117478
2022,2,3,2,11,16.76,8,93.85,563007
2466,4,4,2,16,24.97,10,28.12,1460584
1469,3,2,1,3,25.25,4,60.7,920497
850,5,2,1,41,19.8,6,28.86,939224
1297,4,1,1,48,4.16,6,71.96,62908
4128,2,1,1,7,5.31,4,63.12,704471
481,7,2,2,6,9.1,5,95.96,269379
1136,3,1,2,17,20.29,6,32.88,1536911
4574,2,1,2,25,8.11,1,31.26,598512
4344,2,1,2,30,14.2,6,77.92,953891
2607,6,3,1,7,24.85,7,15.82,1937025
4348,2,2,1,33,26.81,6,72.81,792032
2402,2,2,2,45,25.24,4,77.21,513503
2091,1,2,1,15,3.93,6,85.84,1422622
1579,5,1,1,19,27.37,2,68.98,761564
3335,6,4,2,9,20.68,1,16.7,343572
2915,6,4,1,49,18.75,6,33.6,645301
861,1,1,1,4,7.8,1,5.59,1495005
3301,3,3,1,47,27.88,10,75.28,1017920
516,1,3,2,10,1.01,4,69.11,1702083
2054,6,2,1,37,2.92,6,51.49,1992417
4961,3,4,2,38,5.03,6,97.87,1458033
2198,6,3,2,21,20.98,8,31.98,1455130
1059,4,4,1,10,18.87,1,89.04,1330801
3637,3,4,2,17,28.37,1,18.18,653112
2522,6,3,2,17,10.79,8,95.51,1352735
4219,1,1,1,30,10.75,5,28.88,658423
3743,6,2,2,19,20.25,5,80.62,1981093
2950,1,2,1,22,5.64,10,11.23,765362
1986,3,3,2,39,14.19,3,40.92,1661927
3147,1,1,2,9,0.96,10,96.59,1966433
1034,3,3,1,16,17.97,10,31.12,885950
3282,2,3,2,40,23.63,9,78.05,51217
3211,5,4,1,44,6.51,10,48.44,1080032
4853,7,4,1,7,9.56,8,60.53,1799729
4415,3,2,2,30,4.39,10,59.85,1010000
3139,7,4,1,48,18.66,8,57.02,1205991
2284,7,4,1,47,17.14,3,48.34,219882
1918,2,1,2,47,24.88,9,19.06,442437
1021,2,3,2,39,29.13,5,1.22,1573533
4977,2,3,1,25,29.52,1,67.74,1293623
1937,7,1,1,41,3.66,2,70.6,1757265
2737,2,4,1,43,16.82,7,77.39,1226458
2394,3,4,1,49,23.79,1,93.09,958127
2470,7,3,1,8,19.94,2,16.26,1883220
2765,7,2,1,31,26.96,5,89.05,189865
3245,1,3,2,22,13.53,5,23.59,1201269
3438,2,2,1,31,13.1,6,54.22,1507414
1254,4,4,1,35,1.27,6,25.94,1949106
3128,2,2,2,4,0.96,9,13.89,1996715
1315,1,2,1,47,20.93,7,5.14,1533211
531,1,2,2,0,14.41,8,34.36,927566
1516,5,2,2,49,19.98,5,97.13,1163595
3993,5,2,1,49,7.53,9,47.26,1354546
1260,7,3,1,30,25.96,2,3.76,312622
693,2,1,1,30,27.13,7,67.47,167901
3088,2,4,2,8,20.04,2,20.18,314937
1399,6,3,2,32,8.7,8,5.84,144264
2696,7,1,2,34,6.88,5,79.26,429037
4085,6,3,1,25,18.95,8,44.62,1998838
686,5,1,2,1,28.25,5,97.72,855816
849,2,3,2,33,17.55,3,71.48,414053
2738,6,4,1,16,25.26,3,28.86,1050764
3640,4,4,2,5,17.18,6,98.14,680560
3103,3,2,2,36,20.4,7,87.08,1195471
3516,5,1,2,30,17.25,7,31.61,769796
4971,5,3,2,27,17.47,3,29.05,1165293
652,1,2,1,20,22.31,2,50.24,1167739
1819,2,3,2,10,12.19,5,54.18,866123
2736,5,4,2,40,27.17,3,57.86,1062823
1635,5,4,1,35,25.97,7,21.75,422027
1399,6,1,2,38,21.9,3,5.47,667686
4160,4,3,1,44,22.43,8,54.15,1100375
4516,7,3,1,47,12.69,7,60.64,1631696
4811,2,2,2,26,25.06,8,95.79,1937282
3011,3,4,2,19,28.01,1,54.37,1235199
1846,4,2,2,48,23.96,7,15.63,412095
2570,3,2,1,19,4.42,4,30.73,215182
3321,1,1,2,1,23.71,9,5.2,1076244
4083,5,2,2,36,14.2,4,1.54,577948
2661,6,1,1,26,18.46,4,47.8,326023
2345,4,4,2,17,29.74,3,66.2,1913327
2253,3,2,1,12,11.1,1,95.14,1903528
999,2,2,1,17,10.78,3,63.35,1221367
4535,1,2,1,10,8.26,10,18.11,260610
3803,7,2,2,13,4.25,5,90.72,1836428
3390,1,4,1,43,5.46,10,87.99,60026
4677,5,1,2,3,15.67,1,40.76,240131
4760,5,4,2,38,27.34,2,52.25,1886275
3218,3,1,2,12,24.39,1,49.94,365013
1262,3,1,1,18,5.88,8,44.03,961051
4927,1,2,1,42,17.07,9,32.98,793823
4455,3,2,1,38,25.48,7,98.68,1468665
1619,5,2,1,24,16.42,1,90.82,797289
4195,1,1,2,14,27.39,4,33.34,515467
4942,1,3,1,19,27.28,8,61.42,462540
927,7,3,1,16,10.77,9,8.54,394490
3322,2,3,1,0,26.28,4,74.53,134404
3604,2,4,1,28,17.76,2,84.37,960326
1562,3,1,2,43,14.66,2,46.68,498473
3964,3,3,2,18,23.34,4,7.59,1665218
1246,5,1,1,29,23.79,8,58.23,1940138
2517,5,1,2,24,20.42,6,5.49,317023
3486,2,4,1,27,24.42,10,81.59,1321112
2170,1,2,1,36,28.57,8,58.5,489627
3683,4,2,1,41,26.26,2,87.09,426500
2225,6,4,1,10,2.69,3,37.89,1095954
3723,6,4,2,15,25.58,10,25.02,1183773
845,7,1,1,17,23.56,6,93.87,852765
1425,4,3,1,40,27.84,10,90.08,725542
2171,7,1,2,8,22.32,1,6.6,313448
1759,3,1,1,27,26.4,6,86.33,1253987
418,6,3,1,26,0.8,6,92.8,731395
960,7,2,2,45,29.35,1,45.32,191972
871,6,1,2,37,6.13,3,89.27,712662
427,4,2,2,43,25.99,1,44.73,1251741
959,7,2,2,22,27.92,6,5.72,896012
3055,4,2,1,42,0.57,9,54.64,1390960
3636,2,1,1,21,27.45,6,93.6,542032
4953,1,3,1,3,24.96,6,53.41,1059205
1344,5,3,1,31,27.71,2,13.9,55839
4348,2,2,2,23,5.72,1,43.96,1810483
4056,6,2,2,37,23.43,4,10.62,1981850
3463,5,3,1,49,14.88,9,58.53,272103
2379,2,4,2,27,8.1,1,62.47,242196
3116,2,4,2,5,22.81,7,66.41,547522
1215,4,2,1,32,14.46,3,5.29,1931540
2726,5,3,1,30,27.05,9,84.82,251881
2730,2,4,2,9,21.47,2,91.68,540237
1402,4,3,2,11,4.6,2,28.68,617241
1942,3,1,2,6,7.9,7,78.31,1061215
4604,5,2,1,23,8.3,8,48.34,471498
1629,7,4,1,27,10.65,1,53.11,605869
3705,2,2,2,10,20.16,9,24.28,1073273
2929,6,1,2,31,26.88,7,89.47,414869
1830,3,3,1,19,18.01,3,95.84,82469
4312,4,2,2,27,22.68,7,65.46,1047760
1932,2,4,2,0,9.84,6,15.17,1536519
2292,6,1,2,26,15.91,8,53.45,439759
3524,4,4,2,15,15.37,8,30.25,675277
1821,4,3,1,35,21.18,1,45.09,924769
790,7,4,1,5,15.78,4,67.45,770592
3218,6,4,2,9,10.36,2,7.07,855777
2269,4,4,1,38,7.7,8,20.33,1594438
3360,5,1,1,43,8.01,8,74.99,1790002
1595,7,4,2,18,29.44,3,3.82,244706
3005,3,4,1,9,11.05,4,60.19,663320
1257,7,1,2,25,24.29,1,26.73,1107421
3627,3,1,2,33,2.61,4,90.25,1805961
1916,1,1,1,40,3.14,5,83.31,1273206
1553,7,3,2,0,20.74,8,91.93,583320
1242,7,1,1,9,13.99,4,9.39,473366
2082,2,3,2,32,26.47,5,99.47,632928
694,7,1,2,25,25.94,3,14.35,1238227
1044,4,1,2,33,22.79,3,87.01,1239443
4033,2,2,1,36,24.55,5,37.6,796677
2535,3,2,2,48,26.18,2,95.51,1494824
510,3,2,1,12,23.62,1,0.1,1522934
983,4,2,2,37,16.04,5,68.92,855260
3625,5,1,2,29,8.31,10,99.57,1831482
1886,6,1,2,23,23.73,1,69.39,1643394
2048,4,3,2,41,9.87,5,70.65,1362231
2781,4,1,2,33,7.72,4,66.72,510749
505,1,3,1,36,5.56,10,97.94,1617615
3953,6,4,2,18,19.0,8,71.76,798965
2094,7,4,2,1,7.65,2,49.69,1700367
2133,5,1,1,29,11.56,7,24.78,549637
781,2,4,2,21,21.42,8,77.7,200938
3136,6,1,1,31,23.92,5,16.1,1289733
4756,5,3,1,32,9.79,3,6.21,61061
1716,4,2,1,39,25.36,6,76.31,1848474
3102,4,4,1,14,2.21,1,36.88,326294
4474,4,1,1,5,29.58,3,21.22,828907
1306,4,2,1,35,12.8,9,76.69,1689759
1062,4,3,1,43,10.08,10,86.76,1851179
862,6,1,1,15,27.75,5,10.55,1015790
3302,7,4,1,20,4.41,6,41.49,1734984
1342,6,3,1,33,11.06,9,2.38,928524
557,7,1,1,39,11.09,2,82.77,1099096
3709,6,4,1,37,13.02,7,0.82,334580
1726,5,3,2,34,25.53,6,39.05,145070
3117,4,3,2,32,25.56,9,90.27,1398345
3068,3,2,2,7,17.95,1,58.34,378670
2968,6,2,1,11,29.76,4,80.28,1914660
3792,3,2,1,38,25.4,3,13.5,1310727
2506,1,1,2,48,20.59,1,11.47,68244
1047,2,3,1,44,6.38,4,35.44,87165
3722,6,2,1,17,16.72,10,67.31,456162
3338,3,4,2,47,6.81,6,16.33,1074212
2883,1,1,1,39,9.4,1,6.55,1306285
4641,5,2,2,20,20.73,9,97.58,1179316
3306,2,1,2,26,5.94,5,29.08,60572
3425,7,3,1,11,3.18,3,62.44,445762
1775,4,4,1,5,16.18,9,65.95,775426
2223,6,3,1,30,0.53,10,3.86,1893776
644,6,4,2,33,18.46,1,56.59,643029
2748,4,3,1,6,27.09,2,20.03,229499
1267,7,1,1,30,6.11,8,8.99,1519778
3261,5,3,1,3,11.79,3,39.69,780646
879,2,4,2,47,27.53,10,79.28,1221771
2862,6,1,1,16,21.26,9,96.91,509229
2335,3,1,1,28,4.49,5,49.51,1774818
3773,7,4,2,2,11.77,9,88.75,922126
3421,2,4,1,23,22.8,1,94.52,1280733
3592,1,1,1,2,20.11,5,44.29,1113750
487,7,4,2,45,5.09,4,14.54,1437760
1640,6,3,1,45,2.34,7,31.01,1563452
972,5,3,1,38,20.61,1,38.75,1022105
1213,7,3,1,26,18.47,3,45.45,915759
578,3,1,2,0,2.25,5,64.47,1203013
2125,2,3,2,14,29.26,8,64.52,552157
562,7,1,2,13,7.95,8,54.33,1637122
3040,2,4,2,3,11.89,3,22.83,1194103
1405,3,3,1,3,5.74,5,36.35,1001824
2748,1,1,2,24,24.94,9,41.34,1138953
2821,1,2,1,10,28.9,2,66.37,1320013
3155,7,3,1,32,6.79,7,14.15,463862
4698,2,3,1,10,8.85,7,24.16,1721757
4542,4,1,1,11,21.34,2,28.39,1371601
4958,3,1,2,14,16.07,6,51.84,136572
4141,6,4,1,25,3.6,8,75.75,64924
4903,7,1,2,23,27.89,3,84.43,687117
1617,1,4,2,46,18.53,9,74.23,778442
2874,6,2,2,25,9.39,8,74.82,1089116
1329,1,4,1,26,14.95,3,24.09,652551
716,1,3,2,35,15.26,7,88.48,1305828
1902,5,1,1,26,16.0,8,5.26,1058410
820,7,2,1,37,15.17,1,54.02,683117
4758,6,2,2,1,17.07,3,8.84,1149422
1849,4,1,1,22,12.1,10,60.09,726887
827,1,3,2,8,4.81,9,4.73,1888830
796,4,1,1,7,20.11,7,64.09,269314
1195,2,1,1,39,23.88,1,3.37,153259
506,2,1,1,41,25.31,5,16.51,1582233
4449,5,4,1,48,1.15,10,75.34,963517
497,4,2,2,0,12.44,3,30.28,212652
2303,3,2,2,20,29.36,2,88.41,182769
3970,5,3,2,25,2.35,1,9.81,804194
3701,1,2,1,14,23.67,2,53.06,928864
442,2,1,1,42,4.22,1,92.58,605444
1977,7,2,1,24,24.83,6,41.31,878321
4590,2,3,2,38,20.33,9,32.78,1837277
4683,3,4,2,15,21.89,3,96.6,666347
784,5,4,2,34,29.33,10,42.42,1816922
3871,4,1,2,22,28.21,10,69.88,1121733
3977,7,1,2,11,9.48,1,91.99,60149
3638,2,2,1,47,11.57,6,1.08,1154359
2096,1,2,2,18,12.51,6,56.94,1355904
2534,3,3,1,33,5.83,2,71.34,1706629
4292,3,1,2,7,11.74,4,41.9,1021142
2936,6,3,1,22,29.38,5,67.29,1283041
4721,3,4,1,10,14.94,6,80.64,321264
2792,1,2,2,42,28.6,6,31.56,570125
4215,3,1,1,33,2.61,2,32.31,1353050
695,4,2,1,4,1.66,5,8.78,831800
813,6,1,1,36,17.47,5,95.5,625152
2395,4,4,1,24,22.22,10,3.29,1666851
403,7,3,1,23,6.92,2,47.07,202297
577,5,1,1,23,15.35,7,53.29,1324854
1145,5,2,1,41,26.25,10,14.11,1470601
4754,7,1,1,33,22.97,2,49.01,1095046
1051,7,3,1,46,7.34,1,29.47,144097
4289,4,4,2,17,10.37,6,80.26,1858745
3671,1,2,2,11,9.52,1,82.31,1300865
2882,6,4,1,41,21.73,4,43.28,457226
689,5,4,2,38,29.06,4,43.45,1389918
1202,3,3,1,14,8.76,6,7.59,1339570
2930,7,1,2,46,17.85,5,35.71,1244883
633,4,1,2,11,29.66,4,40.56,1566453
807,2,1,2,28,5.15,6,44.66,1867720
1093,1,1,2,28,19.94,10,45.29,385039
1569,1,2,2,19,10.29,5,9.22,436786
2877,4,4,1,14,29.75,7,16.31,1618941
831,2,1,1,2,3.71,5,43.39,1247158
2944,1,4,1,15,13.81,9,37.84,471227
1382,6,2,1,18,8.02,3,14.24,1463501
3560,5,2,1,6,1.43,2,64.87,1106554
3444,6,2,1,48,28.93,1,11.76,1061931
4324,2,4,2,35,17.26,5,0.52,728821
3712,6,1,1,21,21.17,8,61.26,1561127
4718,3,4,1,14,18.8,9,8.28,1894765
2088,7,1,2,8,4.88,3,6.05,1096881
